시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
성북구,11290000650,sb장난감 도서관(성북구청점),국공립,정상,2848.0,서울특별시 성북구 보문로168,02-2241-4851,,,0,117.0,0,0,0,0,0,,,,2013-04-29,,,,2022-10-26,시간제보육,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:02:45.0
송파구,11710000654,삼성SDS 더자람어린이집,직장,정상,5510.0,"서울특별시 송파구 올림픽로35길 123 3층,4층",02-2152-7255,02-2152-7257,,11,928.0,2,41,55,220,197,37.51833968750455,127.09993284825232,미운영,2013-04-26,,,,2025-06-04,일반,0,14,9,4,3,3,0,0,0,33,0,48,50,39,32,28,0,0,0,197,46.0,18.0,27.0,5.0,5.0,1.0,44.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,55.0,2025-06-04 22:18:02.0
영등포구,11560000388,목화마을어린이집,국공립,정상,7299.0,서울특별시 영등포구 문래동3가 경인로 775 에이스하이테크시티 1-101,02-2636-8001,02-2636-0857,,4,138.0,0,8,12,49,38,37.514748,126.89754,미운영,2013-04-23,,,,2025-06-04,야간연장형,2,2,2,1,0,0,0,1,0,8,6,9,14,9,0,0,0,0,0,38,10.0,30.0,20.0,10.0,30.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:11.0
양천구,11470000551,다사랑어린이집,가정,정상,8012.0,"서울특별시 양천구 목동서로 280 812동 103호 (목동신시가지아파트, 신정6동)",070-7782-3517,,,3,92.0,0,4,7,20,15,37.52104281811583,126.86835785980564,미운영,2013-04-23,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,3,9,3,0,0,0,0,0,0,15,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:16:31.0
중구,11140000097,키즈숲 어린이집,가정,정상,4595.0,"서울특별시 중구 다산로 32 15동 101호(신당동, 남산타운)",02-2256-0523,02-2256-0523,,4,59.0,0,4,4,20,6,37.54712592365811,127.00558178427904,미운영,2013-04-19,,,,2025-06-04,일반,0,0,2,1,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,6,33.0,0.0,0.0,0.0,67.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-06-04 22:14:19.0
송파구,11710000652,에코맘어린이집,가정,정상,5710.0,"서울특별시 송파구 송파대로32길 15 107동 102호(가락동, 가락금호아파트)",070-4234-7979,0504-079-2336,www.bigsmom.com/136,3,95.0,0,4,6,20,10,37.49658257513021,127.11575859972665,미운영,2013-04-16,,,,2025-06-04,일반,2,1,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,10,20.0,40.0,0.0,20.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:18:02.0
강동구,11740000227,꿈쟁이어린이집,가정,정상,5267.0,"서울특별시 강동구 고덕로 210 506동 106호(명일동, 삼익그린맨션)",02-441-3330,02-441-3330,http// blog.naver.com/kts489,3,53.0,0,4,9,19,19,37.55380885209637,127.14705872788257,미운영,2013-04-10,,,,2025-06-04,야간연장형,2,2,1,0,0,0,2,0,0,7,2,5,6,0,0,0,6,0,0,19,50.0,50.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2025-06-04 22:18:11.0
광진구,11215000313,군자티움아이어린이집,가정,정상,5002.0,서울특별시 광진구 동일로38길 8 1층(군자동),02-498-1279,070-8233-9998,,3,84.0,0,4,6,20,15,37.551369684362776,127.06996119719744,미운영,2013-04-05,,,,2025-06-04,일반,2,2,1,0,0,0,3,0,0,8,4,3,6,0,0,0,2,0,0,15,60.0,20.0,20.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 20:14:52.0
동작구,11590000389,삼광어린이집,법인?단체등,정상,7012.0,서울특별시 동작구 동작대로17길 33-8,02-2038-2822,070-4009-2828,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000389,5,178.0,3,8,10,62,25,37.48256902621682,126.97788251046076,운영,2013-04-04,,,,2025-06-04,일반,1,2,1,0,0,0,1,1,0,6,2,8,6,0,0,0,0,9,0,25,14.0,71.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:17:21.0
송파구,11710000648,잠실키즈사랑어린이집,가정,정상,5507.0,서울특별시 송파구 올림픽로 435 308동 103호,02-423-0179,,,3,107.0,0,4,7,20,20,37.52267820624781,127.111913398922,미운영,2013-04-01,,,,2025-06-04,일반,2,1,2,1,0,0,3,0,0,9,6,5,7,0,0,0,2,0,0,20,67.0,0.0,0.0,17.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:03.0
금천구,11545000305,구립해야해야어린이집,국공립,정상,8598.0,서울특별시 금천구 한내로 69-15,02-899-1279,02-899-1285,,5,231.0,1,13,19,75,53,37.45738467464761,126.88653952473696,미운영,2013-04-01,,,,2025-06-04,"장애아통합,야간연장형",1,2,3,1,1,0,0,1,2,11,2,10,20,6,0,0,0,9,6,53,21.0,7.0,21.0,14.0,36.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,2025-06-04 22:17:00.0
금천구,11545000303,이랜드코코몽 어린이집,직장,정상,8506.0,서울특별시 금천구 가산디지털1로 159,02-858-5579,02-859-5579,,3,119.0,0,9,6,42,10,37.47956232978855,126.88146769831825,미운영,2013-03-26,,,,2025-06-04,일반,0,2,0,0,0,0,2,2,0,6,0,0,0,0,0,0,7,3,0,10,25.0,0.0,75.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2025-06-04 22:17:00.0
강남구,11680000414,래미안도곡카운티어린이집,민간,정상,6275.0,서울특별시 강남구 선릉로 227 래미안도곡카운티아파트 관리동,02-3462-7942,02-3462-7942,,4,92.0,0,6,6,34,10,37.4958388825,127.0527375475,미운영,2013-03-26,,,,2025-06-04,일반,1,0,1,0,0,0,4,0,0,6,1,0,4,0,0,0,5,0,0,10,0.0,0.0,0.0,50.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2025-06-04 09:26:13.0
송파구,11710000644,키움어린이집,가정,정상,5663.0,"서울특별시 송파구 가락로31길 19 102호(송파동, 경일아파트)",02-403-7110,02-403-7110,,3,75.0,0,5,7,17,13,37.5081922441864,127.11450050941733,미운영,2013-03-22,,,,2025-06-04,일반,2,1,1,0,0,0,2,0,0,6,5,4,0,0,0,0,4,0,0,13,33.0,33.0,17.0,0.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:03.0
종로구,11110000151,아이소리어린이집,가정,정상,3104.0,"서울특별시 종로구 지봉로5길 7 103-101(창신동,두산아파트)",02-3672-5011,02-3672-5011,,4,65.0,0,4,8,20,20,37.57407935499962,127.01383331012804,미운영,2013-03-21,,,,2025-06-04,일반,1,2,1,0,0,0,2,0,0,6,2,8,7,0,0,0,3,0,0,20,14.0,14.0,14.0,14.0,43.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:14:09.0
양천구,11470000546,미소지움어린이집,가정,정상,8028.0,"서울특별시 양천구 오목로10길 7-8 301동 101호(신월동, 신월2차미소지움)",02-2603-8696,02-2603-8696,,3,64.0,1,4,4,15,7,37.52174840714049,126.84559494682954,미운영,2013-03-21,,,,2025-06-04,일반,3,2,2,0,0,0,6,0,0,13,0,0,0,0,0,0,7,0,0,7,33.0,0.0,33.0,0.0,33.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-06-04 22:16:31.0
강서구,11500000593,꼬모어린이집,가정,정상,7539.0,서울특별시 강서구 양천로 731 동아3차 305-103,070-4791-3727,,,4,109.0,1,4,6,20,12,37.55025387529847,126.87739818512104,미운영,2013-03-19,,,,2025-06-04,일반,3,0,0,0,0,0,1,0,0,4,9,0,0,0,0,0,3,0,0,12,40.0,0.0,20.0,20.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:16:43.0
강서구,11500000594,하하호호어린이집,가정,정상,7558.0,서울특별시 강서구 공항대로75길 30 삼정그린코아 102-106,070-8815-9885,0504-190-8062,,3,84.0,1,4,8,19,18,37.547857748231536,126.87448713338355,미운영,2013-03-19,,,,2025-06-04,일반,5,2,1,0,0,0,2,0,0,10,9,9,0,0,0,0,0,0,0,18,43.0,29.0,14.0,0.0,14.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:16:44.0
관악구,11620000497,구립두드림어린이집,국공립,정상,8767.0,서울특별시 관악구 조원로18길 26,02-862-1680,02-830-8638,,4,136.0,1,8,9,51,38,37.4827655663051,126.91337338502322,미운영,2013-03-18,,,,2025-06-04,야간연장형,0,1,1,1,0,0,2,1,0,6,0,5,7,8,0,0,6,12,0,38,57.0,29.0,14.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:31.0
은평구,11380000593,구립 응암새싹어린이집,국공립,정상,3462.0,서울특별시 은평구 은평로10길 5-2,02-389-9045,02-389-9047,,4,122.0,0,16,12,45,29,37.59998811718011,126.92340875315058,미운영,2013-03-15,,,,2025-06-04,야간연장형,3,2,1,0,0,0,0,0,0,6,9,8,6,0,0,0,0,0,0,23,60.0,10.0,20.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:16:02.0
송파구,11710000640,하나둘셋어린이집,민간,정상,5769.0,서울특별시 송파구 동남로20길 11 1층,02-430-5941,02-403-5941,,3,80.0,0,6,10,30,17,37.49489360656212,127.13512905514013,미운영,2013-03-14,,,,2025-06-04,야간연장형,2,1,2,0,0,0,0,0,0,5,4,3,10,0,0,0,0,0,0,17,44.0,22.0,0.0,0.0,33.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2025-06-04 22:18:03.0
성동구,11200000331,구립 서울숲어린이집,국공립,정상,4737.0,서울특별시 성동구 금호동4가 금호로 17 서울숲 푸르지오2차 관리동,02-2295-2333,02-2295-4333,seoul2333@hanmail.net,4,149.0,1,9,11,45,39,37.54623594007473,127.02380874426464,미운영,2013-03-12,,,,2025-06-04,야간연장형,0,3,2,1,0,0,0,0,0,6,0,15,14,10,0,0,0,0,0,39,33.0,22.0,0.0,11.0,33.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:14:40.0
광진구,11215000309,현대아이사랑어린이집,가정,정상,5118.0,"서울특별시 광진구 광나루로56길 32 208동105호(구의동,구의현대아파트)",02-455-6780,02-455-6780,,4,64.0,0,4,6,19,17,37.53782582239961,127.09622011418512,미운영,2013-03-06,,,,2025-06-04,일반,2,2,2,0,0,0,4,0,0,10,3,5,7,0,0,0,2,0,0,17,0.0,0.0,40.0,40.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 20:14:52.0
용산구,11170000175,고운꿈어린이집,가정,정상,4421.0,"서울특별시 용산구 이촌로 181 106동 102호(이촌동, 한강대우아파트)",02-797-3797,02-797-3796,http://cafe.daum.net/106102,3,65.0,0,4,6,19,18,37.5221536300623,126.97066188802754,미운영,2013-03-05,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,3,9,6,0,0,0,0,0,0,18,0.0,80.0,20.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:14:30.0
송파구,11710000637,롯데캐슬아이어린이집,가정,정상,5767.0,서울특별시 송파구 거마로 56 송파시그니처롯데캐슬 111동 104호,02-402-8577,02-402-8577,,3,100.0,0,4,7,20,20,37.49501614778611,127.14785763766484,미운영,2013-03-05,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,5,8,7,0,0,0,0,0,0,20,50.0,17.0,17.0,17.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:02.0
영등포구,11560000387,LG사랑어린이집,직장,정상,7336.0,서울특별시 영등포구 여의대로 128 LG트윈타워,02-3773-1300,,,5,267.0,2,26,26,80,72,37.52792714101523,126.92924004604902,미운영,2013-03-05,,,,2025-06-04,일반,0,6,4,0,0,3,0,6,0,19,0,13,15,0,0,12,0,32,0,72,14.0,24.0,14.0,14.0,33.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,26.0,2025-06-04 22:17:11.0
영등포구,11560000386,KDB꿈나무어린이집,직장,정상,7242.0,서울특별시 영등포구 은행로 22 산업은행 별관 1층,02-780-9066,02-780-9034,www.puruni.com/kofc,4,193.0,1,15,14,40,20,37.5278179913344,126.92202694022578,미운영,2013-03-04,,,,2025-06-04,일반,0,7,2,0,0,0,1,2,0,12,0,19,0,0,0,0,1,0,0,20,64.0,18.0,0.0,9.0,9.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,2025-06-04 22:17:11.0
중구,11140000094,무지개어린이집,가정,정상,4588.0,"서울특별시 중구 청구로1길 23 113동 103호(신당동,신당삼성아파트)",02-2252-4777,02-2252-4777,,3,85.0,0,4,8,20,17,37.558563761085765,127.01843027609456,미운영,2013-03-04,,,,2025-06-04,야간연장형,3,3,1,0,0,0,4,0,0,11,3,10,4,0,0,0,0,0,0,17,50.0,17.0,17.0,0.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:14:19.0
중구,11140000093,해피맘어린이집,가정,정상,4572.0,서울특별시 중구 청계천로 400 롯데캐슬베네치아 105동 704호,02-2048-5756,02-2048-5756,,3,68.0,0,4,8,20,20,37.570813133291054,127.02146216177962,미운영,2013-03-04,,,,2025-06-04,일반,1,2,1,0,0,0,1,0,0,5,3,10,7,0,0,0,0,0,0,20,33.0,17.0,33.0,0.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:14:19.0
성동구,11200000323,구립 래미안하이리버어린이집,국공립,정상,4728.0,서울특별시 성동구 금호동2가 금호로 107 래미안하이리버아파트 관리동,02-2237-2255,02-2237-2992,,4,192.0,1,8,9,47,25,37.55129938974688,127.0246025244422,미운영,2013-03-04,,,,2025-06-04,야간연장형,2,2,2,1,0,0,0,0,0,7,6,10,9,0,0,0,0,0,0,25,0.0,0.0,14.0,29.0,57.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:14:40.0
광진구,11215000037,구립 수호천사어린이집,국공립,정상,4934.0,서울특별시 광진구 긴고랑로17길 8 (중곡동),02-447-2373,02-465-2373,https://cafe.naver.com/soohoangles,5,110.0,0,10,10,40,38,37.562725,127.084236,미운영,2013-03-01,,,,2025-06-04,야간연장형,0,2,2,1,0,0,0,1,0,6,0,10,8,8,0,0,0,12,0,38,38.0,25.0,13.0,0.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 20:14:52.0
성동구,11200000326,구립 금호자이햇살어린이집,국공립,정상,4729.0,서울특별시 성동구 금호동3가 금호산8길 14 금호자이2차아파트 내,02-2231-1432,02-2231-1433,,3,116.0,0,8,7,27,17,37.54993201039732,127.02016652642556,미운영,2013-03-01,,,,2025-06-04,야간연장형,1,2,2,0,0,0,0,0,0,5,3,7,7,0,0,0,0,0,0,17,0.0,60.0,0.0,40.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:14:40.0
서초구,11650000339,서초구립하나푸르니반포어린이집,국공립,정상,6593.0,서울특별시 서초구 서초중앙로33길 10 반포4동,02-592-5181,02-592-5183,,14,1174.0,2,40,47,198,191,37.50134787129097,127.01074981080671,미운영,2013-03-01,,,,2025-06-04,야간연장형,5,6,6,3,2,2,0,0,0,24,12,30,35,42,38,34,0,0,0,191,25.0,33.0,25.0,11.0,6.0,1.0,36.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,47.0,2025-06-04 22:17:41.0
강남구,11680000409,베이트리 어린이집,직장,정상,6126.0,서울특별시 강남구 테헤란로25길 53,02-566-3236,02-566-3238,,3,148.0,1,13,9,49,8,37.504035932847664,127.03406124162186,미운영,2013-03-01,,,,2025-06-04,일반,0,2,3,0,0,0,0,2,0,7,0,1,4,0,0,0,0,3,0,8,40.0,20.0,0.0,0.0,40.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2025-06-04 09:26:13.0
송파구,11710000635,우방샛별어린이집,가정,정상,5746.0,서울특별시 송파구 성내천로 211 102동 107호,02-443-8669,,,4,79.0,1,4,7,20,12,37.50002335245483,127.1520607816541,미운영,2013-02-28,,,,2025-06-04,야간연장형,2,2,1,0,0,0,6,0,0,11,0,0,4,0,0,0,8,0,0,12,17.0,0.0,33.0,17.0,33.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:03.0
도봉구,11320000510,키즈딸기어린이집,민간,정상,1464.0,서울특별시 도봉구 덕릉로59아길 54 1층,02-900-1939,02-900-1939,,4,245.0,0,5,10,49,25,37.64319363394713,127.03949705507785,미운영,2013-02-26,,,,2025-06-04,일반,0,1,3,1,0,0,4,1,0,10,0,0,7,8,0,0,3,7,0,25,17.0,17.0,50.0,17.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:15:41.0
동작구,11590000388,현대힐스어린이집,민간,정상,6993.0,서울특별시 동작구 동작대로39길 22 이수힐스테이트 아 관리동1층 의무어린이집 109동 앞,02-591-5466,02-591-7688,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000388,4,136.0,1,5,11,50,49,37.49463597281812,126.98196770403736,미운영,2013-02-26,,,,2025-06-04,일반,0,2,2,1,0,0,0,1,0,6,0,9,12,13,0,0,0,15,0,49,22.0,22.0,11.0,22.0,22.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:17:21.0
마포구,11440000383,WITH MOM어린이집,직장,정상,3926.0,서울특별시 마포구 상암산로 82,02-6933-7901,02-6933-7902,www.puruni.com/withmom,3,151.0,0,5,11,49,19,37.57969176745656,126.89283180825603,미운영,2013-02-25,,,,2025-06-04,일반,0,2,3,0,0,0,0,1,0,6,0,4,11,0,0,0,0,4,0,19,25.0,50.0,0.0,0.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,2025-06-04 22:16:21.0
종로구,11110000150,KIM&CHANG 어린이집,직장,정상,3175.0,서울특별시 종로구 신문로2가 경희궁길 26 썬타워빌딩 1층,02-738-6901,02-738-6903,,3,164.0,1,11,19,49,35,37.57227407463736,126.97098987226796,미운영,2013-02-22,,,,2025-06-04,일반,0,5,3,0,0,0,0,3,0,11,0,12,13,0,0,0,0,10,0,35,36.0,36.0,14.0,7.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,2025-06-04 22:14:09.0
영등포구,11560000384,한신엄마품어린이집,가정,정상,7204.0,서울특별시 영등포구 양평동5가 양평로24길 9 한신아파트 103동 101호,02-2677-5054,02-2677-5054,,3,84.0,0,4,9,19,16,37.53937762783361,126.89253279940712,미운영,2013-02-22,,,,2025-06-04,일반,3,1,1,0,0,0,3,0,0,8,9,4,0,0,0,0,3,0,0,16,88.0,0.0,0.0,0.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2025-06-04 22:17:12.0
서초구,11650000340,서초구립네이처힐3단지어린이집,국공립,정상,6764.0,"서울특별시 서초구 태봉로2길 60 307동 1층(우면동, 서초네이처힐)",02-579-6933,02-579-5922,,4,245.0,0,7,9,40,23,37.46565137338146,127.02718099282652,미운영,2013-02-21,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,6,9,8,0,0,0,0,0,0,23,17.0,33.0,17.0,17.0,17.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:41.0
송파구,11710000633,잠실예닮어린이집,민간,정상,5784.0,서울특별시 송파구 동남로16길 5 1층,02-2043-6008,02-2043-6009,,7,298.0,2,8,13,49,42,37.49455537386679,127.13141036810988,미운영,2013-02-20,,,,2025-06-04,일반,0,2,3,1,0,0,0,0,0,6,0,10,21,11,0,0,0,0,0,42,60.0,10.0,20.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:18:03.0
성동구,11200000322,구립 래미안리버젠어린이집,국공립,정상,4733.0,서울특별시 성동구 매봉길 15 래미안리버젠아파트 관리동,02-2291-2013,02-2291-2014,,7,270.0,1,20,19,102,78,37.54519202243856,127.0165436781677,미운영,2013-02-08,,,,2025-06-04,야간연장형,2,4,3,2,0,0,0,1,0,12,6,20,21,17,0,0,0,14,0,78,7.0,27.0,40.0,13.0,13.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,2025-06-04 22:14:40.0
중랑구,11260000421,딸기어린이집,국공립,정상,2065.0,"서울특별시 중랑구 망우로75길 19 106동P층(망우동,중랑숲리가아파트)",02-2208-7707,02-2208-7717,,3,80.0,0,4,9,20,19,37.60169865071271,127.10481684383964,미운영,2013-02-07,,,,2025-06-04,야간연장형,2,3,1,0,0,0,0,0,0,6,3,10,6,0,0,0,0,0,0,19,29.0,14.0,14.0,43.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:15:11.0
은평구,11380000584,선정어린이집,가정,정상,3506.0,서울특별시 은평구 증산로3길 5-21 선정아파트 101-101,02-306-1700,02-306-7171,http://cafe.naver.com/sunjung2013,4,60.0,0,4,7,20,14,37.579871616821706,126.90486343657042,미운영,2013-01-31,,,,2025-06-04,일반,6,2,2,0,0,0,3,0,0,13,6,0,0,0,0,0,8,0,0,14,17.0,0.0,0.0,0.0,83.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:16:02.0
강서구,11500000590,이레어린이집,민간,정상,7609.0,서울특별시 강서구 금낭화로11길 48 (방화동 583-37),02-2665-0011,02-2666-0066,,9,338.0,1,18,14,128,50,37.569679495127126,126.81017861395895,운영,2013-01-25,,,,2025-06-04,야간연장형,2,3,2,1,0,0,2,3,0,13,0,5,6,11,0,0,2,26,0,50,38.0,13.0,25.0,0.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,2025-06-04 22:16:44.0
강남구,11680000406,다솜어린이집,가정,정상,6347.0,"서울특별시 강남구 광평로51길 27 402동 104호(수서동, 삼익아파트)",02-445-2982,02-445-2982,,3,84.0,0,4,6,20,10,37.48964377060735,127.10104853555936,미운영,2013-01-11,,,,2025-06-04,일반,4,3,1,0,0,0,5,0,0,13,6,0,0,0,0,0,4,0,0,10,0.0,20.0,60.0,0.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 09:26:13.0
성북구,11290000543,가람어린이집,국공립,정상,2825.0,서울특별시 성북구 흥천사길 49-23 적조사,02-925-5556,050-8926-2548,,6,272.0,2,24,18,65,60,37.59838844126635,127.00742807528958,운영,2013-01-10,,,,2025-06-04,야간연장형,3,4,2,1,0,0,0,1,0,11,4,20,14,9,0,0,0,13,0,60,29.0,36.0,21.0,14.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2025-06-04 22:15:22.0
은평구,11380000583,은평중앙어린이집,민간,정상,3454.0,서울특별시 은평구 은평로8길 15-4,02-357-9004,02-387-9004,,8,396.0,2,16,25,126,113,37.59850837402459,126.92025323574212,운영,2013-01-10,,,,2025-06-04,일반,2,4,4,2,2,1,0,0,0,15,5,19,28,18,25,18,0,0,0,113,19.0,24.0,33.0,14.0,10.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,2025-06-04 22:16:03.0
서대문구,11410000326,예꿈어린이집,민간,정상,3732.0,서울특별시 서대문구 독립문공원길 20 (현저동),02-363-6090,070-7865-9600,,7,187.0,1,13,17,70,69,37.57237476368987,126.95867841179113,운영,2013-01-10,,,,2025-06-04,일반,2,2,4,1,0,0,0,1,0,10,6,10,28,15,0,0,0,10,0,69,39.0,23.0,31.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:16:11.0
송파구,11710000627,라원어린이집,민간,정상,5657.0,서울특별시 송파구 마천로7길 7,02-3402-0050,,,9,506.0,1,9,21,120,88,37.50882742822225,127.12786107105252,미운영,2013-01-09,,,,2025-06-04,일반,1,8,6,1,1,1,1,0,0,19,0,23,40,9,9,7,0,0,0,88,39.0,11.0,17.0,17.0,17.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,2025-06-04 22:18:02.0
송파구,11710000628,꼬마수피아어린이집,가정,정상,5630.0,서울특별시 송파구 가락로39길 40 1층,02-422-6262,02-422-6262,supia2013@naver.com,3,59.0,0,4,8,20,17,37.51314357317867,127.11507351477955,미운영,2013-01-09,,,,2025-06-04,야간연장형,1,2,1,0,0,0,1,0,0,5,0,9,6,0,0,0,2,0,0,17,43.0,0.0,14.0,14.0,29.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:18:02.0
동작구,11590000387,별초롱어린이집,가정,정상,6921.0,서울특별시 동작구 만양로1길 14 102호(상도2동 상명하이츠빌),02-812-5009,02-812-5009,,4,59.0,0,4,5,18,6,37.50627299097361,126.9467142336525,미운영,2013-01-02,,,,2025-06-04,야간연장형,0,0,1,0,0,0,2,0,0,3,0,0,3,0,0,0,3,0,0,6,25.0,0.0,25.0,0.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2025-06-04 22:17:21.0
